Date.Time,Unit,Value
2016-11-14 16:48:44,C,40.1
2016-11-14 16:51:44,C,39.8
2016-11-14 16:54:44,C,39.7
2016-11-14 16:57:44,C,40
2016-11-14 17:00:44,C,39.1
2016-11-14 17:03:44,C,39.6
2016-11-14 17:06:44,C,39.5
2016-11-14 17:09:44,C,39.2
2016-11-14 17:12:44,C,39.1
2016-11-14 17:15:44,C,39.2
2016-11-14 17:18:44,C,38.9
2016-11-14 17:21:44,C,38.9
2016-11-14 17:24:44,C,38.9
2016-11-14 17:27:44,C,38.6
2016-11-14 17:30:44,C,38.8
2016-11-14 17:33:44,C,38.3
2016-11-14 17:36:44,C,38
2016-11-14 17:39:44,C,37.9
2016-11-14 17:42:44,C,37.8
2016-11-14 17:45:44,C,37.7
2016-11-14 17:48:44,C,37.9
2016-11-14 17:51:44,C,37.8
2016-11-14 17:54:44,C,37.8
2016-11-14 17:57:44,C,37.7
2016-11-14 18:00:44,C,37.4
2016-11-14 18:03:44,C,37.4
2016-11-14 18:06:44,C,37.3
2016-11-14 18:09:44,C,37.3
2016-11-14 18:12:44,C,37.2
2016-11-14 18:15:44,C,37.4
2016-11-14 18:18:44,C,37.1
2016-11-14 18:21:44,C,36.9
2016-11-14 18:24:44,C,36.8
2016-11-14 18:27:44,C,36.7
2016-11-14 18:30:44,C,36.7
2016-11-14 18:33:44,C,36.8
2016-11-14 18:36:44,C,36.1
2016-11-14 18:39:44,C,35.6
2016-11-14 18:42:44,C,35.8
2016-11-14 18:45:44,C,35.8
2016-11-14 18:48:44,C,35.9
2016-11-14 18:51:44,C,35.9
2016-11-14 18:54:44,C,36
2016-11-14 18:57:44,C,36.2
2016-11-14 19:00:44,C,35.5
2016-11-14 19:03:44,C,35.5
2016-11-14 19:06:44,C,35.6
2016-11-14 19:09:44,C,35.4
2016-11-14 19:12:44,C,35.5
2016-11-14 19:15:44,C,35.6
2016-11-14 19:18:44,C,35.8
2016-11-14 19:21:44,C,35.7
2016-11-14 19:24:44,C,35.7
2016-11-14 19:27:44,C,35.2
2016-11-14 19:30:44,C,35.2
2016-11-14 19:33:44,C,34.9
2016-11-14 19:36:44,C,34.7
2016-11-14 19:39:44,C,34.4
2016-11-14 19:42:44,C,34.2
2016-11-14 19:45:44,C,34.3
2016-11-14 19:48:44,C,34.1
2016-11-14 19:51:44,C,34.2
2016-11-14 19:54:44,C,34.2
2016-11-14 19:57:44,C,34.1
2016-11-14 20:00:44,C,33.9
2016-11-14 20:03:44,C,33.5
2016-11-14 20:06:44,C,33.6
2016-11-14 20:09:44,C,33.8
2016-11-14 20:12:44,C,33.7
2016-11-14 20:15:44,C,33.5
2016-11-14 20:18:44,C,33.4
2016-11-14 20:21:44,C,34
2016-11-14 20:24:44,C,34.1
2016-11-14 20:27:44,C,33.7
2016-11-14 20:30:44,C,33.8
2016-11-14 20:33:44,C,34.1
2016-11-14 20:36:44,C,33.9
2016-11-14 20:39:44,C,33.6
2016-11-14 20:42:44,C,33.6
2016-11-14 20:45:44,C,33.3
2016-11-14 20:48:44,C,33.3
2016-11-14 20:51:44,C,33
2016-11-14 20:54:44,C,33.1
2016-11-14 20:57:44,C,33.1
2016-11-14 21:00:44,C,33
2016-11-14 21:03:44,C,33.2
2016-11-14 21:06:44,C,33.3
2016-11-14 21:09:44,C,33
2016-11-14 21:12:44,C,33
2016-11-14 21:15:44,C,32.9
2016-11-14 21:18:44,C,32.9
2016-11-14 21:21:44,C,32.5
2016-11-14 21:24:44,C,32.7
2016-11-14 21:27:44,C,32.2
2016-11-14 21:30:44,C,32
2016-11-14 21:33:44,C,31.6
2016-11-14 21:36:44,C,31.7
2016-11-14 21:39:44,C,31.5
2016-11-14 21:42:44,C,31.4
2016-11-14 21:45:44,C,31.4
2016-11-14 21:48:44,C,31.4
2016-11-14 21:51:44,C,31.4
2016-11-14 21:54:44,C,31.2
2016-11-14 21:57:44,C,30.9
2016-11-14 22:00:44,C,30.7
2016-11-14 22:03:44,C,30.8
2016-11-14 22:06:44,C,31
2016-11-14 22:09:44,C,31.6
2016-11-14 22:12:44,C,30.7
2016-11-14 22:15:44,C,30.9
2016-11-14 22:18:44,C,30.2
2016-11-14 22:21:44,C,31
2016-11-14 22:24:44,C,30.7
2016-11-14 22:27:44,C,30.7
2016-11-14 22:30:44,C,30.9
2016-11-14 22:33:44,C,30.4
2016-11-14 22:36:44,C,30.2
2016-11-14 22:39:44,C,30.1
2016-11-14 22:42:44,C,30.1
2016-11-14 22:45:44,C,30.5
2016-11-14 22:48:44,C,29.8
2016-11-14 22:51:44,C,29.6
2016-11-14 22:54:44,C,29.6
2016-11-14 22:57:44,C,29.5
2016-11-14 23:00:44,C,28.9
2016-11-14 23:03:44,C,29.5
2016-11-14 23:06:44,C,29.3
2016-11-14 23:09:44,C,29.4
2016-11-14 23:12:44,C,29.8
2016-11-14 23:15:44,C,29.6
2016-11-14 23:18:44,C,29.2
2016-11-14 23:21:44,C,29.3
2016-11-14 23:24:44,C,29.1
2016-11-14 23:27:44,C,29.1
2016-11-14 23:30:44,C,29
2016-11-14 23:33:44,C,29
2016-11-14 23:36:44,C,29
2016-11-14 23:39:44,C,29
2016-11-14 23:42:44,C,28.9
2016-11-14 23:45:44,C,28.7
2016-11-14 23:48:44,C,28.7
2016-11-14 23:51:44,C,28.8
2016-11-14 23:54:44,C,28.4
2016-11-14 23:57:44,C,28.5
2016-11-15 00:00:44,C,29.1
2016-11-15 00:03:44,C,29.3
2016-11-15 00:06:44,C,29.4
2016-11-15 00:09:44,C,29.4
2016-11-15 00:12:44,C,29.5
2016-11-15 00:15:44,C,29.5
2016-11-15 00:18:44,C,29.5
2016-11-15 00:21:44,C,29.4
2016-11-15 00:24:44,C,29.4
2016-11-15 00:27:44,C,28.9
2016-11-15 00:30:44,C,29.1
2016-11-15 00:33:44,C,29.3
2016-11-15 00:36:44,C,29.2
2016-11-15 00:39:44,C,29.2
2016-11-15 00:42:44,C,29.2
2016-11-15 00:45:44,C,29.1
2016-11-15 00:48:44,C,28.7
2016-11-15 00:51:44,C,29.1
2016-11-15 00:54:44,C,28.8
2016-11-15 00:57:44,C,29
2016-11-15 01:00:44,C,28.6
2016-11-15 01:03:44,C,28.6
2016-11-15 01:06:44,C,28.5
2016-11-15 01:09:44,C,28.7
2016-11-15 01:12:44,C,28.5
2016-11-15 01:15:44,C,28.2
2016-11-15 01:18:44,C,28.2
2016-11-15 01:21:44,C,28.2
2016-11-15 01:24:44,C,28.3
2016-11-15 01:27:44,C,28.3
2016-11-15 01:30:44,C,28.2
2016-11-15 01:33:44,C,28.2
2016-11-15 01:36:44,C,28
2016-11-15 01:39:44,C,27.9
2016-11-15 01:42:44,C,27.9
2016-11-15 01:45:44,C,27.8
2016-11-15 01:48:44,C,28
2016-11-15 01:51:44,C,28
2016-11-15 01:54:44,C,27.9
2016-11-15 01:57:44,C,27.5
2016-11-15 02:00:44,C,27.7
2016-11-15 02:03:44,C,27.7
2016-11-15 02:06:44,C,27.4
2016-11-15 02:09:44,C,27.6
2016-11-15 02:12:44,C,27.8
2016-11-15 02:15:44,C,27.8
2016-11-15 02:18:44,C,27.7
2016-11-15 02:21:44,C,27.5
2016-11-15 02:24:44,C,27.5
2016-11-15 02:27:44,C,27.3
2016-11-15 02:30:44,C,27.3
2016-11-15 02:33:44,C,27.2
2016-11-15 02:36:44,C,27.2
2016-11-15 02:39:44,C,27.2
2016-11-15 02:42:44,C,27
2016-11-15 02:45:44,C,27
2016-11-15 02:48:44,C,27
2016-11-15 02:51:44,C,27
2016-11-15 02:54:44,C,26.7
2016-11-15 02:57:44,C,26.9
2016-11-15 03:00:44,C,26.9
2016-11-15 03:03:44,C,26.9
2016-11-15 03:06:44,C,26.8
2016-11-15 03:09:44,C,26.8
2016-11-15 03:12:44,C,26.8
2016-11-15 03:15:44,C,26.4
2016-11-15 03:18:44,C,26.6
2016-11-15 03:21:44,C,25.8
2016-11-15 03:24:44,C,25.9
2016-11-15 03:27:44,C,26.1
2016-11-15 03:30:44,C,26.1
2016-11-15 03:33:44,C,26.1
2016-11-15 03:36:44,C,25.8
2016-11-15 03:39:44,C,25.8
2016-11-15 03:42:44,C,26.6
2016-11-15 03:45:44,C,37.2
2016-11-15 03:48:44,C,28.9
2016-11-15 03:51:44,C,232.5
2016-11-15 03:54:44,C,298
2016-11-15 03:57:44,C,231
2016-11-15 04:00:44,C,186.7
2016-11-15 04:03:44,C,161.6
2016-11-15 04:06:44,C,132
2016-11-15 04:09:44,C,103
2016-11-15 04:12:44,C,77.5
2016-11-15 04:15:44,C,52.3
2016-11-15 04:18:44,C,37.3
2016-11-15 04:21:44,C,34.5
2016-11-15 04:24:44,C,34.1
2016-11-15 04:27:44,C,33.5
2016-11-15 04:30:44,C,33.5
2016-11-15 04:33:44,C,34.3
2016-11-15 04:36:44,C,32.2
2016-11-15 04:39:44,C,31.6
2016-11-15 04:42:44,C,31
2016-11-15 04:45:44,C,30.7
2016-11-15 04:48:44,C,31.1
2016-11-15 04:51:44,C,30.1
2016-11-15 04:54:44,C,30.9
2016-11-15 04:57:44,C,31.2
2016-11-15 05:00:44,C,31
2016-11-15 05:03:44,C,30.7
2016-11-15 05:06:44,C,30.9
2016-11-15 05:09:44,C,30.5
2016-11-15 05:12:44,C,30.7
2016-11-15 05:15:44,C,32.5
2016-11-15 05:18:44,C,33.4
2016-11-15 05:21:44,C,33.4
2016-11-15 05:24:44,C,34.1
2016-11-15 05:27:44,C,33.4
2016-11-15 05:30:44,C,34.5
2016-11-15 05:33:44,C,33.4
2016-11-15 05:36:44,C,33.7
2016-11-15 05:39:44,C,33.1
2016-11-15 05:42:44,C,33.2
2016-11-15 05:45:44,C,32.7
2016-11-15 05:48:44,C,32.4
2016-11-15 05:51:44,C,32.7
2016-11-15 05:54:44,C,32.8
2016-11-15 05:57:44,C,32.4
2016-11-15 06:00:44,C,32.6
2016-11-15 06:03:44,C,32.7
2016-11-15 06:06:44,C,32.4
2016-11-15 06:09:44,C,32.6
2016-11-15 06:12:44,C,32.6
2016-11-15 06:15:44,C,32.9
2016-11-15 06:18:44,C,33.1
2016-11-15 06:21:44,C,33.1
2016-11-15 06:24:44,C,33.2
2016-11-15 06:27:44,C,32.9
2016-11-15 06:30:44,C,32.8
2016-11-15 06:33:44,C,32.8
2016-11-15 06:36:44,C,32.5
2016-11-15 06:39:44,C,33
2016-11-15 06:42:44,C,32.9
2016-11-15 06:45:44,C,32.8
2016-11-15 06:48:44,C,32.9
2016-11-15 06:51:44,C,32.9
2016-11-15 06:54:44,C,32.6
2016-11-15 06:57:44,C,32.9
2016-11-15 07:00:44,C,33.1
2016-11-15 07:03:44,C,33.1
2016-11-15 07:06:44,C,33.2
2016-11-15 07:09:44,C,33.6
2016-11-15 07:12:44,C,33.7
2016-11-15 07:15:44,C,33.7
2016-11-15 07:18:44,C,34
2016-11-15 07:21:44,C,33.9
2016-11-15 07:24:44,C,34.7
2016-11-15 07:27:44,C,34.8
2016-11-15 07:30:44,C,34.8
2016-11-15 07:33:44,C,34.8
2016-11-15 07:36:44,C,35
2016-11-15 07:39:44,C,36.3
2016-11-15 07:42:44,C,36.4
2016-11-15 07:45:44,C,36.2
2016-11-15 07:48:44,C,36.1
2016-11-15 07:51:44,C,36.1
2016-11-15 07:54:44,C,36.7
2016-11-15 07:57:44,C,36.1
2016-11-15 08:00:44,C,35.9
2016-11-15 08:03:44,C,35.4
2016-11-15 08:06:44,C,36.4
2016-11-15 08:09:44,C,35.8
2016-11-15 08:12:44,C,36.4
2016-11-15 08:15:44,C,36.7
2016-11-15 08:18:44,C,36.5
2016-11-15 08:21:44,C,36.3
2016-11-15 08:24:44,C,36.7
2016-11-15 08:27:44,C,36.7
2016-11-15 08:30:44,C,36.8
2016-11-15 08:33:44,C,37.3
2016-11-15 08:36:44,C,37.4
2016-11-15 08:39:44,C,37.5
2016-11-15 08:42:44,C,37.6
2016-11-15 08:45:44,C,37.7
2016-11-15 08:48:44,C,37.7
2016-11-15 08:51:44,C,37.8
2016-11-15 08:54:44,C,38
2016-11-15 08:57:44,C,37.8
2016-11-15 09:00:44,C,37.7
2016-11-15 09:03:44,C,38.1
2016-11-15 09:06:44,C,38
2016-11-15 09:09:44,C,38.1
2016-11-15 09:12:44,C,38.3
2016-11-15 09:15:44,C,39.3
2016-11-15 09:18:44,C,48.3
2016-11-15 09:21:44,C,42.6
2016-11-15 09:24:44,C,41.6
2016-11-15 09:27:44,C,51.1
2016-11-15 09:30:44,C,51.5
2016-11-15 09:33:44,C,43.3
2016-11-15 09:36:44,C,41.5
2016-11-15 09:39:44,C,44.8
2016-11-15 09:42:44,C,48.6
2016-11-15 09:45:44,C,38.9
2016-11-15 09:48:44,C,38
2016-11-15 09:51:44,C,47.1
2016-11-15 09:54:44,C,49.3
2016-11-15 09:57:44,C,52.6
2016-11-15 10:00:44,C,48.2
2016-11-15 10:03:44,C,46.2
2016-11-15 10:06:44,C,45.3
2016-11-15 10:09:44,C,44.4
2016-11-15 10:12:44,C,45.3
2016-11-15 10:15:44,C,45.3
2016-11-15 10:18:44,C,44.5
2016-11-15 10:21:44,C,44.6
2016-11-15 10:24:44,C,45.9
2016-11-15 10:27:44,C,44.2
2016-11-15 10:30:44,C,43.8
2016-11-15 10:33:44,C,44
2016-11-15 10:36:44,C,43.7
2016-11-15 10:39:44,C,44.4
2016-11-15 10:42:44,C,45
2016-11-15 10:45:44,C,44.6
2016-11-15 10:48:44,C,44.2
2016-11-15 10:51:44,C,43.4
2016-11-15 10:54:44,C,43.2
2016-11-15 10:57:44,C,43.3
2016-11-15 11:00:44,C,43.2
2016-11-15 11:03:44,C,42.8
2016-11-15 11:06:44,C,42.6
2016-11-15 11:09:44,C,42.6
2016-11-15 11:12:44,C,42.4
2016-11-15 11:15:44,C,42.4
2016-11-15 11:18:44,C,42.9
2016-11-15 11:21:44,C,42.8
2016-11-15 11:24:44,C,42.4
2016-11-15 11:27:44,C,43.5
2016-11-15 11:30:44,C,43.7
2016-11-15 11:33:44,C,43.2
2016-11-15 11:36:44,C,43.4
2016-11-15 11:39:44,C,42.8
2016-11-15 11:42:44,C,42.1
2016-11-15 11:45:44,C,41.4
2016-11-15 11:48:44,C,41.6
2016-11-15 11:51:44,C,41.3
2016-11-15 11:54:44,C,41.7
2016-11-15 11:57:44,C,41.3
2016-11-15 12:00:44,C,41.2
2016-11-15 12:03:44,C,41.6
2016-11-15 12:06:44,C,40.6
2016-11-15 12:09:44,C,40.2
2016-11-15 12:12:44,C,40.4
2016-11-15 12:15:44,C,41.9
2016-11-15 12:18:44,C,50.1
2016-11-15 12:21:44,C,52.8
2016-11-15 12:24:44,C,45.3
2016-11-15 12:27:44,C,48
2016-11-15 12:30:44,C,47.7
2016-11-15 12:33:44,C,46.3
2016-11-15 12:36:44,C,45.8
2016-11-15 12:39:44,C,49.4
2016-11-15 12:42:44,C,58
2016-11-15 12:45:44,C,71.1
2016-11-15 12:48:44,C,72.3
2016-11-15 12:51:44,C,62.3
2016-11-15 12:54:44,C,56.5
2016-11-15 12:57:44,C,49.7
2016-11-15 13:00:44,C,54
2016-11-15 13:03:44,C,55.1
2016-11-15 13:06:44,C,59.8
2016-11-15 13:09:44,C,57.4
2016-11-15 13:12:44,C,55.6
2016-11-15 13:15:44,C,54.7
2016-11-15 13:18:44,C,52.4
2016-11-15 13:21:44,C,51.4
2016-11-15 13:24:44,C,50.7
2016-11-15 13:27:44,C,50.8
2016-11-15 13:30:44,C,49.9
2016-11-15 13:33:44,C,50
2016-11-15 13:36:44,C,46.4
2016-11-15 13:39:44,C,46.5
2016-11-15 13:42:44,C,50.8
2016-11-15 13:45:44,C,50.3
2016-11-15 13:48:44,C,49.4
2016-11-15 13:51:44,C,49.1
2016-11-15 13:54:44,C,47.5
2016-11-15 13:57:44,C,46.8
2016-11-15 14:00:44,C,46.6
2016-11-15 14:03:44,C,46.5
2016-11-15 14:06:44,C,48.7
2016-11-15 14:09:44,C,47.5
2016-11-15 14:12:44,C,47.7
2016-11-15 14:15:44,C,47.8
2016-11-15 14:18:44,C,46.6
2016-11-15 14:21:44,C,44.7
2016-11-15 14:24:44,C,51.5
2016-11-15 14:27:44,C,52.8
2016-11-15 14:30:44,C,51.7
2016-11-15 14:33:44,C,48.7
2016-11-15 14:36:44,C,47.7
2016-11-15 14:39:44,C,49.3
2016-11-15 14:42:44,C,48.3
2016-11-15 14:45:44,C,47.7
2016-11-15 14:48:44,C,48.4
2016-11-15 14:51:44,C,46.9
2016-11-15 14:54:44,C,47.4
2016-11-15 14:57:44,C,47
2016-11-15 15:00:44,C,46.9
2016-11-15 15:03:44,C,46.9
2016-11-15 15:06:44,C,46.5
2016-11-15 15:09:44,C,45.5
2016-11-15 15:12:44,C,45.3
2016-11-15 15:15:44,C,44.3
2016-11-15 15:18:44,C,44.3
2016-11-15 15:21:44,C,44.6
2016-11-15 15:24:44,C,44.9
2016-11-15 15:27:44,C,44.6
2016-11-15 15:30:44,C,45.1
2016-11-15 15:33:44,C,45
2016-11-15 15:36:44,C,44.3
2016-11-15 15:39:44,C,44
2016-11-15 15:42:44,C,43.8
2016-11-15 15:45:44,C,44
2016-11-15 15:48:44,C,44.2
2016-11-15 15:51:44,C,44
2016-11-15 15:54:44,C,44.8
2016-11-15 15:57:44,C,44.2
2016-11-15 16:00:44,C,43.9
2016-11-15 16:03:44,C,43.7
2016-11-15 16:06:44,C,43.7
2016-11-15 16:09:44,C,43.4
2016-11-15 16:12:44,C,43.4
2016-11-15 16:15:44,C,43.4
2016-11-15 16:18:44,C,42.3
2016-11-15 16:21:44,C,42.8
2016-11-15 16:24:44,C,42.3
2016-11-15 16:27:44,C,41.7
2016-11-15 16:30:44,C,43.2
2016-11-15 16:33:44,C,43.1
2016-11-15 16:36:44,C,43.5
2016-11-15 16:39:44,C,43
2016-11-15 16:42:44,C,42.4
2016-11-15 16:45:44,C,42.8
2016-11-15 16:48:44,C,42.7
2016-11-15 16:51:44,C,42.9
2016-11-15 16:54:44,C,42.6
2016-11-15 16:57:44,C,42.6
2016-11-15 17:00:44,C,42.1
2016-11-15 17:03:44,C,42.2
2016-11-15 17:06:44,C,42.2
2016-11-15 17:09:44,C,41.7
2016-11-15 17:12:44,C,41.8
2016-11-15 17:15:44,C,42.1
2016-11-15 17:18:44,C,41
2016-11-15 17:21:44,C,41
2016-11-15 17:24:44,C,40.5
2016-11-15 17:27:44,C,40
2016-11-15 17:30:44,C,40.6
2016-11-15 17:33:44,C,40.5
2016-11-15 17:36:44,C,40.4
2016-11-15 17:39:44,C,39.8
2016-11-15 17:42:44,C,40.1
2016-11-15 17:45:44,C,40.2
2016-11-15 17:48:44,C,40.3
2016-11-15 17:51:44,C,40
2016-11-15 17:54:44,C,40.1
2016-11-15 17:57:44,C,39.7
2016-11-15 18:00:44,C,39.6
2016-11-15 18:03:44,C,39.5
2016-11-15 18:06:44,C,39.6
2016-11-15 18:09:44,C,39.5
2016-11-15 18:12:44,C,39.6
2016-11-15 18:15:44,C,39.3
2016-11-15 18:18:44,C,39.4
2016-11-15 18:21:44,C,39.3
2016-11-15 18:24:44,C,39.2
2016-11-15 18:27:44,C,39.5
2016-11-15 18:30:44,C,39.4
2016-11-15 18:33:44,C,39.3
2016-11-15 18:36:44,C,39.2
2016-11-15 18:39:44,C,39.2
2016-11-15 18:42:44,C,38.4
2016-11-15 18:45:44,C,38.4
2016-11-15 18:48:44,C,37.9
2016-11-15 18:51:44,C,38.2
2016-11-15 18:54:44,C,38.3
2016-11-15 18:57:44,C,38.2
2016-11-15 19:00:44,C,37.7
2016-11-15 19:03:44,C,37
2016-11-15 19:06:44,C,36.9
2016-11-15 19:09:44,C,36.8
2016-11-15 19:12:44,C,37.3
2016-11-15 19:15:44,C,37.4
2016-11-15 19:18:44,C,37.3
2016-11-15 19:21:44,C,36.8
2016-11-15 19:24:44,C,37.3
2016-11-15 19:27:44,C,36.7
2016-11-15 19:30:44,C,36.2
2016-11-15 19:33:44,C,37
2016-11-15 19:36:44,C,36.7
2016-11-15 19:39:44,C,36.5
2016-11-15 19:42:44,C,35.9
2016-11-15 19:45:44,C,36.7
2016-11-15 19:48:44,C,36.4
2016-11-15 19:51:44,C,36.1
2016-11-15 19:54:44,C,36.1
2016-11-15 19:57:44,C,35.6
2016-11-15 20:00:44,C,35.3
2016-11-15 20:03:44,C,35.9
2016-11-15 20:06:44,C,35.4
2016-11-15 20:09:44,C,34.9
2016-11-15 20:12:44,C,34.9
2016-11-15 20:15:44,C,34.8
2016-11-15 20:18:44,C,35.3
2016-11-15 20:21:44,C,35.6
2016-11-15 20:24:44,C,35.1
2016-11-15 20:27:44,C,34.5
2016-11-15 20:30:44,C,34.4
2016-11-15 20:33:44,C,35
2016-11-15 20:36:44,C,34.7
2016-11-15 20:39:44,C,35
2016-11-15 20:42:44,C,34.6
2016-11-15 20:45:44,C,34.7
2016-11-15 20:48:44,C,34.8
2016-11-15 20:51:44,C,34.6
2016-11-15 20:54:44,C,34.9
2016-11-15 20:57:44,C,34.5
2016-11-15 21:00:44,C,34.4
2016-11-15 21:03:44,C,34.4
2016-11-15 21:06:44,C,34.3
2016-11-15 21:09:44,C,34.5
2016-11-15 21:12:44,C,33.8
2016-11-15 21:15:44,C,34.2
2016-11-15 21:18:44,C,34.1
2016-11-15 21:21:44,C,34.1
2016-11-15 21:24:44,C,33.8
2016-11-15 21:27:44,C,33.6
2016-11-15 21:30:44,C,33.5
2016-11-15 21:33:44,C,33.4
2016-11-15 21:36:44,C,33.6
2016-11-15 21:39:44,C,33.7
2016-11-15 21:42:44,C,33.9
2016-11-15 21:45:44,C,33.4
2016-11-15 21:48:44,C,33.8
2016-11-15 21:51:44,C,33.3
2016-11-15 21:54:44,C,32.9
2016-11-15 21:57:44,C,33
2016-11-15 22:00:44,C,33.3
2016-11-15 22:03:44,C,32.8
2016-11-15 22:06:44,C,32.2
2016-11-15 22:09:44,C,32.3
2016-11-15 22:12:44,C,32.1
2016-11-15 22:15:44,C,32.4
2016-11-15 22:18:44,C,32.2
2016-11-15 22:21:44,C,32.5
2016-11-15 22:24:44,C,32.3
